;Component;SMILES;Count dens pure;Count cpmol pure;Count sos pure;Count dielec pure;Count hmol pure;Count dens binary;Count actcoeff binary;Count sos binary;Count dielec binary;Count eme binary;Count emcp binary;Count emv binary;Count all
34;2-Methylheptane;CCCCCC(C)C;107.0;10.0;0.0;0.0;0.0;413.0;0.0;72.0;0.0;42.0;0.0;0.0;644.0
46;1,4-Dioxane;C1COCCO1;77.0;0.0;32.0;3.0;0.0;241.0;0.0;243.0;0.0;47.0;0.0;0.0;643.0
76;2-PHENYLETHANOL;OCCc1ccccc1;17.0;0.0;12.0;0.0;0.0;349.0;0.0;198.0;0.0;34.0;0.0;0.0;610.0
45;1-METHOXY-2-(2-METHOXYETHOXY)ETHANE;COCCOCCOC;80.0;0.0;71.0;9.0;0.0;257.0;0.0;18.0;99.0;0.0;0.0;0.0;534.0
69;Butane-1,3-diol;CC(O)CCO;26.0;8.0;63.0;0.0;0.0;218.0;0.0;204.0;0.0;0.0;0.0;14.0;533.0
48;Butan-2-ol;CCC(C)O;75.0;0.0;13.0;0.0;0.0;202.0;0.0;136.0;0.0;85.0;0.0;0.0;511.0
88;1-Propoxypropan-2-ol;CCCOCC(C)O;10.0;0.0;10.0;0.0;0.0;318.0;0.0;145.0;0.0;0.0;0.0;0.0;483.0
87;2-(2-Methoxyethoxy)ethanol;COCCOCCO;10.0;0.0;4.0;0.0;0.0;320.0;0.0;140.0;0.0;0.0;0.0;0.0;474.0
32;Methoxymethane;COC;108.0;81.0;0.0;145.0;0.0;0.0;23.0;0.0;0.0;76.0;0.0;0.0;433.0
71;1,3,5-Trimethylbenzene;Cc1cc(C)cc(C)c1;25.0;0.0;3.0;0.0;0.0;285.0;0.0;115.0;0.0;0.0;0.0;0.0;428.0
67;2-Ethoxyethanol;CCOCCO;28.0;0.0;11.0;0.0;0.0;91.0;0.0;71.0;0.0;221.0;0.0;0.0;422.0
82;;C1CCCCCCC1;12.0;0.0;4.0;0.0;0.0;249.0;7.0;144.0;0.0;0.0;0.0;0.0;416.0
103;Cyclopentanol;OC1CCCC1;6.0;72.0;43.0;0.0;0.0;287.0;0.0;0.0;0.0;0.0;0.0;0.0;408.0
72;HEXANE-1,6-DIOL;OCCCCCCO;23.0;51.0;49.0;0.0;0.0;255.0;0.0;0.0;0.0;0.0;0.0;0.0;378.0
81;1,3-DIOXOLANE;C1COCO1;13.0;0.0;11.0;0.0;0.0;204.0;0.0;148.0;0.0;0.0;0.0;0.0;376.0
95;Cyclohexanol;OC1CCCCC1;8.0;0.0;5.0;0.0;0.0;280.0;0.0;15.0;0.0;68.0;0.0;0.0;376.0
85;2-Methylbutan-1-ol;CCC(C)CO;11.0;73.0;43.0;0.0;0.0;173.0;15.0;56.0;0.0;0.0;0.0;0.0;371.0
75;;C1CC2C3CCC(C3)C2C1;18.0;0.0;0.0;0.0;0.0;352.0;0.0;0.0;0.0;0.0;0.0;0.0;370.0
55;2-propan-2-yloxypropane;CC(C)OC(C)C;47.0;0.0;22.0;0.0;0.0;88.0;0.0;97.0;0.0;101.0;0.0;0.0;355.0
60;3-Methylbutan-1-ol;CC(C)CCO;37.0;0.0;4.0;0.0;0.0;235.0;15.0;52.0;0.0;0.0;0.0;0.0;343.0
68;pentan-2-ol;CCCC(C)O;26.0;47.0;6.0;0.0;0.0;126.0;13.0;39.0;0.0;84.0;0.0;0.0;341.0
114;1-Butoxypropan-2-ol;CCCCOCC(C)O;5.0;0.0;5.0;0.0;0.0;160.0;0.0;160.0;0.0;0.0;0.0;0.0;330.0
59;;C1CC[C@@H]2CCCC[C@@H]2C1;39.0;0.0;0.0;0.0;0.0;278.0;0.0;9.0;0.0;0.0;0.0;0.0;326.0
166;2-(hydroxymethyl)-2-methylpropane-1,3-diol;CC(CO)(CO)CO;0.0;0.0;0.0;0.0;0.0;324.0;0.0;0.0;0.0;0.0;0.0;0.0;324.0
143;Pentane-1,5-diol;OCCCCCO;1.0;42.0;2.0;0.0;0.0;269.0;0.0;0.0;0.0;0.0;0.0;0.0;314.0
115;2-Propoxyethanol;CCCOCCO;4.0;0.0;0.0;3.0;0.0;151.0;0.0;73.0;78.0;0.0;0.0;0.0;309.0
24;hexan-2-ol;CCCCC(C)O;154.0;0.0;2.0;0.0;0.0;90.0;0.0;42.0;0.0;0.0;0.0;0.0;288.0
144;2,2-dimethylpropan-1-ol;CC(C)(C)CO;0.0;61.0;0.0;0.0;5.0;213.0;0.0;0.0;0.0;0.0;0.0;0.0;279.0
167;;C1CC[C@@H]2CCCC[C@H]2C1;0.0;0.0;0.0;0.0;0.0;278.0;0.0;0.0;0.0;0.0;0.0;0.0;278.0
169;2,2-bis(hydroxymethyl)propane-1,3-diol;OCC(CO)(CO)CO;0.0;0.0;0.0;0.0;0.0;249.0;0.0;22.0;0.0;0.0;0.0;0.0;271.0
168;2-ethyl-2-(hydroxymethyl)propane-1,3-diol;CCC(CO)(CO)CO;0.0;0.0;0.0;0.0;0.0;270.0;0.0;0.0;0.0;0.0;0.0;0.0;270.0
44;2-[2-(2-hydroxyethoxy)ethoxy]ethanol;OCCOCCOCCO;81.0;6.0;12.0;3.0;0.0;65.0;47.0;0.0;39.0;0.0;0.0;0.0;253.0
148;Octane-1,8-diol;OCCCCCCCCO;0.0;14.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;0.0;0.0;0.0;234.0
78;hexane-1,2-diol;CCCCC(O)CO;15.0;5.0;0.0;0.0;0.0;96.0;0.0;0.0;0.0;0.0;53.0;60.0;229.0
170;Cycloheptanol;OC1CCCCCC1;0.0;0.0;0.0;0.0;0.0;222.0;0.0;0.0;0.0;0.0;0.0;0.0;222.0
139;1,2-Diethoxyethane;CCOCCOCC;1.0;0.0;0.0;0.0;0.0;196.0;0.0;0.0;0.0;17.0;0.0;0.0;214.0
66;2-Ethylhexan-1-ol;CCCCC(CC)CO;29.0;0.0;4.0;3.0;0.0;116.0;0.0;58.0;0.0;0.0;0.0;0.0;210.0
171;2-Methylpropane-1,3-diol;CC(CO)CO;0.0;0.0;0.0;0.0;0.0;209.0;0.0;0.0;0.0;0.0;0.0;0.0;209.0
96;3-methylphenol;Cc1cccc(O)c1;8.0;0.0;0.0;0.0;0.0;164.0;3.0;32.0;0.0;0.0;0.0;0.0;207.0
92;4-Methylphenol;Cc1ccc(O)cc1;9.0;0.0;0.0;0.0;0.0;164.0;0.0;32.0;0.0;0.0;0.0;0.0;205.0
172;;OC[C@@H](O)[C@@H](O)[C@@H](O)CO;0.0;0.0;0.0;0.0;0.0;193.0;0.0;0.0;0.0;0.0;0.0;0.0;193.0
110;2-(2-Ethoxyethoxy)ethanol;CCOCCOCCO;5.0;0.0;5.0;0.0;0.0;84.0;0.0;76.0;0.0;17.0;0.0;0.0;187.0
127;2-Methoxy-2-methylbutane;CCC(C)(C)OC;3.0;0.0;1.0;0.0;0.0;136.0;4.0;21.0;0.0;0.0;0.0;19.0;184.0
33;FURAN;o1cccc1;108.0;0.0;11.0;0.0;0.0;54.0;9.0;0.0;0.0;0.0;0.0;0.0;182.0
178;benzene-1,3-diol;Oc1cccc(O)c1;0.0;0.0;0.0;0.0;0.0;142.0;0.0;35.0;0.0;0.0;0.0;0.0;177.0
173;Cyclohexylmethanol;OCC1CCCCC1;0.0;0.0;0.0;0.0;0.0;176.0;0.0;0.0;0.0;0.0;0.0;0.0;176.0
174;2-Cyclohexylethanol;OCCC1CCCCC1;0.0;0.0;0.0;0.0;0.0;175.0;0.0;0.0;0.0;0.0;0.0;0.0;175.0
175;ethoxymethoxyethane;CCOCOCC;0.0;0.0;0.0;0.0;0.0;173.0;0.0;0.0;0.0;0.0;0.0;0.0;173.0
121;Pentan-3-ol;CCC(O)CC;3.0;65.0;80.0;0.0;6.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;165.0
35;2,3-Dimethylbutane;CC(C)C(C)C;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;0.0;0.0;164.0
36;2,2-Dimethylbutane;CCC(C)(C)C;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.0;0.0;0.0;163.0
27;2,5-Dimethylfuran;Cc1oc(C)cc1;119.0;0.0;25.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;162.0
176;Cyclooctanol;OC1CCCCCCC1;0.0;0.0;0.0;0.0;0.0;156.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0
177;2,2-Dimethylpropane-1,3-diol;CC(C)(CO)CO;0.0;0.0;0.0;0.0;0.0;156.0;0.0;0.0;0.0;0.0;0.0;0.0;156.0
86;2-Methyloxolane;CC1CCCO1;10.0;8.0;4.0;0.0;0.0;27.0;0.0;45.0;0.0;44.0;0.0;0.0;138.0
179;3-METHYLPENTANE-1,5-DIOL;CC(CCO)CCO;0.0;0.0;0.0;0.0;0.0;138.0;0.0;0.0;0.0;0.0;0.0;0.0;138.0
83;1,2,3,4-Tetrahydronaphthalene;C1CCc2ccccc2C1;12.0;0.0;13.0;0.0;0.0;100.0;0.0;9.0;0.0;0.0;0.0;0.0;134.0
31;2-Methylfuran;Cc1occc1;109.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134.0
101;hexane-2,5-diol;CC(O)CCC(C)O;6.0;0.0;0.0;0.0;0.0;114.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0
38;2-Methylpentane;CCCC(C)C;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;119.0
28;Dimethoxymethane;COCOC;119.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.0
51;Ethoxyethane;CCOCC;61.0;0.0;1.0;0.0;0.0;22.0;0.0;23.0;0.0;0.0;0.0;0.0;107.0
118;2-methylpropylbenzene;CC(C)Cc1ccccc1;3.0;0.0;3.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;106.0
130;octan-2-ol;CCCCCCC(C)O;2.0;1.0;5.0;0.0;0.0;55.0;0.0;42.0;0.0;0.0;0.0;0.0;105.0
37;3-Methylpentane;CCC(C)CC;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0
84;heptan-2-ol;CCCCCC(C)O;11.0;1.0;2.0;0.0;0.0;42.0;0.0;42.0;0.0;0.0;0.0;0.0;98.0
80;1,2,4-Trimethylbenzene;Cc1ccc(C)c(C)c1;14.0;0.0;0.0;0.0;0.0;84.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0
116;Ethoxybenzene;CCOc1ccccc1;4.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;51.0;0.0;0.0;92.0
180;2-(2-Methylpropoxy)ethanol;CC(C)COCCO;0.0;0.0;0.0;0.0;0.0;45.0;0.0;45.0;0.0;0.0;0.0;0.0;90.0
90;1-propoxypropane;CCCOCCC;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.0;0.0;0.0;88.0
102;Hexane-1,5-diol;CC(O)CCCCO;6.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;81.0
158;3-Ethylpentan-3-ol;CCC(O)(CC)CC;0.0;0.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0
159;3-Methylpentan-3-ol;CCC(C)(O)CC;0.0;0.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0
181;benzene-1,2-diol;Oc1ccccc1O;0.0;0.0;0.0;0.0;0.0;40.0;0.0;40.0;0.0;0.0;0.0;0.0;80.0
53;2-Methylpropane;CC(C)C;58.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;79.0
105;Ethylcyclohexane;CCC1CCCCC1;6.0;0.0;0.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
106;1,2,4-Trimethylcyclohexane;CC1CCC(C)C(C)C1;6.0;0.0;0.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
100;Butylcyclohexane;CCCCC1CCCCC1;6.0;0.0;0.0;0.0;0.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0
54;BUTANE;CCCC;50.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;71.0
77;2-Ethylbutan-1-ol;CCC(CC)CO;15.0;7.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0
183;2-Methylphenol;Cc1ccccc1O;0.0;0.0;0.0;0.0;0.0;32.0;3.0;32.0;0.0;0.0;0.0;0.0;67.0
137;oxolan-2-ylmethanol;OCC1CCCO1;1.0;0.0;1.0;0.0;0.0;30.0;0.0;30.0;0.0;0.0;0.0;0.0;62.0
129;2-Ethoxy-2-methylbutane;CCOC(C)(C)CC;2.0;0.0;0.0;0.0;0.0;27.0;4.0;0.0;0.0;27.0;0.0;0.0;60.0
138;3-Phenylpropan-1-ol;OCCCc1ccccc1;1.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;34.0;0.0;0.0;59.0
70;ETHANE;CC;25.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0
125;;CC(O)C(C)O;3.0;12.0;2.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;14.0;55.0
91;1-Methoxypropan-2-ol;COCC(C)O;9.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;52.0
132;furan-2-ylmethanol;OCc1occc1;1.0;0.0;1.0;0.0;0.0;24.0;0.0;24.0;0.0;0.0;0.0;0.0;50.0
145;Heptane-1,7-diol;OCCCCCCCO;0.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0
146;3-Methylbutan-2-ol;CC(C)C(C)O;0.0;30.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;40.0
182;(2S,4R)-pentane-1,2,3,4,5-pentol;OC[C@H](O)C(O)[C@H](O)CO;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0
58;;C1CC[C@H]2CCCC[C@@H]2C1;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0
140;2-(2-methoxypropoxy)propan-1-ol;COC(C)COC(C)CO;1.0;0.0;1.0;0.0;0.0;18.0;0.0;18.0;0.0;0.0;0.0;0.0;38.0
141;2-propan-2-yloxyethanol;CC(C)OCCO;1.0;0.0;1.0;0.0;0.0;18.0;0.0;18.0;0.0;0.0;0.0;0.0;38.0
112;Butylbenzene;CCCCc1ccccc1;5.0;0.0;3.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0
104;Propylbenzene;CCCc1ccccc1;6.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0
131;PHENOL;Oc1ccccc1;2.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0
108;3-(3-hydroxypropoxy)propan-1-ol;OCCCOCCCO;5.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0
147;;OC[C@H](O)[C@H](O)[C@H](O)CO;0.0;17.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0
185;NAPHTHALENE;c1ccc2ccccc2c1;0.0;0.0;0.0;0.0;0.0;10.0;2.0;10.0;0.0;0.0;0.0;0.0;22.0
79;Pentane;CCCCC;15.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;21.0
187;PROPANE;CCC;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;21.0
190;;CC1CO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;19.0
184;methane;C;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
99;;CC(C)c1ccccc1;7.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0
89;7-Oxabicyclo[4.1.0]heptane;C1CCC2OC2C1;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
107;1-Ethoxypropan-2-ol;CCOCC(C)O;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
113;2-butoxypropan-1-ol;CCCCOC(C)CO;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
93;1-butoxy-2-methylpropane;CCCCOCC(C)C;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
94;1-ethoxybutane;CCCCOCC;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
97;1-ethoxyhexane;CCCCCCOCC;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
98;1-propoxypentane;CCCCCOCCC;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0
122;Methylcyclopentane;CC1CCCC1;3.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0
149;(1R,2S)-cyclohexane-1,2-diol;O[C@H]1CCCC[C@H]1O;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
188;Cycloheptane;C1CCCCCC1;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
109;Pentane-1,2-diol;CCCC(O)CO;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0
164;2-Methyloctane;CCCCCCC(C)C;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
111;1-Phenylethanol;CC(O)c1ccccc1;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
160;2-Methylnonane;CCCCCCCC(C)C;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
163;3,6-Dimethyloctane;CCC(C)CCC(C)CC;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
162;4-Methyloctane;CCCCC(C)CCC;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
161;3,5-DIMETHYLHEPTANE;CCC(C)CC(C)CC;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
117;1,1-Diethoxyethane;CCOC(C)OCC;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
119;Hexan-3-ol;CCCC(O)CC;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
120;2,4,6-Trimethyl-1,3,5-trioxane;CC1OC(C)OC(C)O1;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
124;2,2-Dimethoxypropane;COC(C)(C)OC;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
123;4-Methylpentan-2-ol;CC(C)CC(C)O;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
128;2-Methylpentan-1-ol;CCCC(C)CO;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
126;2-Methylpentan-2-ol;CCCC(C)(C)O;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
133;1-Ethyl-2-methylbenzene;CCc1ccccc1C;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
134;2,2-Dimethyl-1,3-dioxolane;CC1(C)OCCO1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
135;(2,2-Dimethyl-1,3-dioxolan-4-yl)methanol;CC1(C)OCC(CO)O1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
