;Mixture;x1;x2;SMILES1;SMILES2;Count dens binary;Count actcoeff binary;Count sos binary;Count dielec binary;Count eme binary;Count emcp binary;Mixture Count emv binary;Mixture Count all
509;methanol__dioxane;methanol;dioxane;CO;C1COCCO1;16.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0
510;2-methoxyethanol__water;2-methoxyethanol;water;COCCO;O;0.0;0.0;16.0;0.0;0.0;0.0;0.0;16.0
511;1-butanol, 3-methyl-__water;1-butanol, 3-methyl-;water;CC(C)CCO;O;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
512;methane__pentane;methane;pentane;C;CCCCC;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0
513;2-methyl-1-butanol__water;2-methyl-1-butanol;water;CCC(C)CO;O;0.0;15.0;0.0;0.0;0.0;0.0;0.0;15.0
526;ethanol__oxane;ethanol;oxane;CCO;C1CCOCC1;13.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0
527;pentan-2-ol__water;pentan-2-ol;water;CCCC(C)O;O;0.0;13.0;0.0;0.0;0.0;0.0;0.0;13.0
528;1-butanol__1-methyl-1-(1-methylethoxy)ethane;1-butanol;1-methyl-1-(1-methylethoxy)ethane;CCCCO;CC(C)OC(C)C;0.0;0.0;0.0;0.0;13.0;0.0;0.0;13.0
529;methanol__tetrahydrofuran;methanol;tetrahydrofuran;CO;C1CCOC1;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
530;2-propanol__methane;2-propanol;methane;CC(C)O;C;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
531;1,3-dioxolane__water;1,3-dioxolane;water;C1COCO1;O;12.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
532;1-methyl-1-(1-methylethoxy)ethane__heptane;1-methyl-1-(1-methylethoxy)ethane;heptane;CC(C)OC(C)C;CCCCCCC;0.0;0.0;0.0;0.0;12.0;0.0;0.0;12.0
544;1-hexanol__cyclopentane;1-hexanol;cyclopentane;CCCCCCO;C1CCCC1;0.0;0.0;0.0;0.0;11.0;0.0;0.0;11.0
551;3-methyl-2-butanol__water;3-methyl-2-butanol;water;CC(C)C(C)O;O;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
