,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Excess molar heat capacity, J/K/mol","Excess molar heat capacity, J/K/mol_std"
644803,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,3.32,0.2
644804,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,4.58,0.2
644805,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,5.64,0.2
644806,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,6.59,0.2
644807,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,7.34,0.2
644808,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,7.71,0.2
644809,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,7.89,0.2
644810,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,8.38,0.2
644811,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,8.81,0.2
644812,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,8.87,0.2
644813,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,9.84,0.2
644814,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,8.91,0.2
644815,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,7.7,0.2
644816,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,6.8,0.2
644817,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,5.88,0.2
644818,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,4.96,0.2
644819,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,3.89,0.2
644820,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,2.5,0.2
644821,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,1.34,0.2
644822,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,1.01,0.2
644823,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,2.01,0.2
644824,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,3.52,0.2
644825,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,3.28,0.2
644826,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,4.53,0.2
644827,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,5.65,0.2
644828,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,6.62,0.2
644829,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,7.46,0.2
644830,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,7.85,0.2
644831,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,8.04,0.2
644832,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,8.63,0.2
644833,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,9.17,0.2
644834,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,9.24,0.2
644835,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,10.39,0.2
644836,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,9.42,0.2
644837,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,7.63,0.2
644838,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,6.64,0.2
644839,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,5.57,0.2
644840,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,4.33,0.2
644841,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,2.79,0.2
644842,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,1.56,0.2
644843,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.00538,1.1,0.2
644844,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.01312,1.92,0.2
644845,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02505,3.58,0.2
644846,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.02518,3.33,0.2
644847,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.03528,4.52,0.2
644848,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.04842,5.67,0.2
644849,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.0574,6.68,0.2
644850,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.07589,7.6,0.2
644851,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.08236,8.09,0.2
644852,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.09032,8.25,0.2
644853,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.10046,8.9,0.2
644854,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.13962,9.74,0.2
644855,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.14031,9.77,0.2
644856,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.18684,11.21,0.2
644857,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.29606,10.66,0.2
644858,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.39721,10.31,0.2
644859,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.49652,9.13,0.2
644860,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.56588,8.11,0.2
644861,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.70036,6.8,0.2
644862,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.79641,5.14,0.2
644863,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.88729,3.63,0.2
644864,j.fluid.2013.06.041,"1,4-butanediol",water,OCCCCO,O,"1,4-butanediol__water",0.93976,2.03,0.2
